,horizon,mse,rmse,mae,mape,mdape,smape,coverage
126,144 days,935.3970467118036,30.584261421714984,21.378656956228376,0.33754460479266823,0.23139442780229275,0.3504224522938442,0.34
127,145 days,944.581538040785,30.73404525995211,21.503066743611225,0.3415518374871704,0.23169668923291176,0.352679957466928,0.34
128,146 days,955.0467290453308,30.903830329674847,21.625234920482754,0.34572005865192573,0.2321288853981643,0.3548111416642571,0.3377777777777778
129,147 days,963.9424424666126,31.04742247702074,21.7009727127549,0.3492592721794856,0.2321288853981643,0.356216671429187,0.3377777777777778
130,148 days,977.132658704087,31.25912120812239,21.84841220678532,0.3536786136420929,0.23252746492111592,0.35865251437886664,0.3377777777777778
131,149 days,989.1173512610198,31.450236108191937,21.960868101247858,0.35669659016213734,0.23489850600420348,0.36032187162313833,0.3333333333333333
132,150 days,998.7961565402754,31.603736433217442,22.03583059105221,0.3595916050461618,0.23610145894921783,0.36159464660368623,0.33555555555555555
133,151 days,1008.4527994426423,31.756145853088697,22.123731387100932,0.3613471096916343,0.2383362322255403,0.36289063854193054,0.3377777777777778
134,152 days,1018.6958646034021,31.917015283440932,22.20310779597854,0.3629143652678822,0.2417522634915788,0.36392365053181897,0.33555555555555555
135,153 days,1025.0399343059355,32.01624485016841,22.197123101782243,0.36356328064357823,0.24289749121943993,0.3638859771930493,0.34
136,154 days,1033.1971601754658,32.14338439205594,22.225808476754672,0.3643023118321755,0.24289749121943993,0.36412115230725123,0.3422222222222222
137,155 days,1043.6679094476683,32.30584946178739,22.273338850799114,0.366584800330575,0.24289749121943993,0.364995576380925,0.3466666666666667
138,156 days,1055.0184396528264,32.48104739156092,22.32805611251798,0.36793650570525854,0.24289749121943993,0.3657241883776021,0.3488888888888889
139,157 days,1068.269971937287,32.68439951930105,22.368773365675626,0.3688048934136992,0.24363551850680698,0.3659633894987833,0.3488888888888889
140,158 days,1082.2112553616807,32.8969794261066,22.432921204671732,0.3699180991236883,0.24438378592092713,0.36662661354802034,0.3466666666666667
141,159 days,1098.3829486762202,33.14186097183168,22.54726837207355,0.3724049613816024,0.24542924226920754,0.36809445122545126,0.34444444444444444
142,160 days,1114.7206589977775,33.387432650591414,22.63277874400251,0.37473265266420736,0.24542924226920754,0.3691530015415897,0.34444444444444444
143,161 days,1130.3662704910062,33.62092013153427,22.71188270579637,0.37630689818956053,0.24542924226920754,0.3697963024697943,0.3422222222222222
144,162 days,1145.7035678165485,33.84824320133245,22.772194732714798,0.3771700166254477,0.24542924226920754,0.37017114161399606,0.34444444444444444
145,163 days,1164.4567614886678,34.12413752007027,22.863833971452816,0.3775711270697351,0.2458507693147272,0.37065845185431073,0.34444444444444444
146,164 days,1181.437030072769,34.37203849166891,22.94406439275873,0.379051185234811,0.2458507693147272,0.37130648391537263,0.34444444444444444
147,165 days,1197.6181471110494,34.606619989693435,23.036092897994855,0.3797470598455577,0.24651807262309988,0.372069629077135,0.3422222222222222
148,166 days,1214.2884909523282,34.84664246311728,23.140047290077433,0.3813492198537876,0.24831863107597935,0.3730216185796923,0.34
149,167 days,1228.342137657806,35.047712302771004,23.215690745280842,0.3829511598127268,0.25020325052789194,0.3737180602721147,0.34444444444444444
150,168 days,1244.4573457307051,35.276867005598795,23.28332494926076,0.3835459362437027,0.25020325052789194,0.37416338855516595,0.34444444444444444
151,169 days,1261.2236273385388,35.51371041356477,23.365027951685747,0.3852397200132945,0.25165697713278756,0.37488711323712515,0.3422222222222222
152,170 days,1277.334096086049,35.739811080726895,23.46666345440368,0.387070930355855,0.2525018141771183,0.37597799674709714,0.34444444444444444
153,171 days,1295.2868778312359,35.99009416257807,23.573294451112062,0.38956411681000935,0.25165697713278756,0.3771233462408561,0.34444444444444444
154,172 days,1313.6551971796928,36.24438159466502,23.680900400225024,0.3913984756319359,0.2525018141771183,0.378211533748108,0.3466666666666667
155,173 days,1326.7764160149623,36.42494222390699,23.76571704372381,0.3932008914115604,0.2537642386691473,0.3790926030782698,0.3466666666666667
156,174 days,1337.6227377978978,36.57352509395147,23.81487708809079,0.3952645786040604,0.25565137918275305,0.3797071440501046,0.3511111111111111
157,175 days,1349.7451391011948,36.73887776050317,23.891415518870833,0.39638614858356586,0.25565137918275305,0.38044623200421035,0.35555555555555557
158,176 days,1363.7592216161913,36.929110761243514,23.97384991462299,0.39727284883339825,0.25730074257860025,0.3811715083558875,0.36
159,177 days,1377.7441294267092,37.11797582609684,24.05416398120162,0.39796797897132113,0.25730074257860025,0.3817964005016715,0.3622222222222222
160,178 days,1390.7341480014347,37.29254815645392,24.157274236441445,0.39978077393495526,0.2594289007471978,0.38306162825411044,0.36444444444444446
161,179 days,1404.6172332265864,37.47822345344809,24.27648010968141,0.40182381866915057,0.2605488366488139,0.3845706059488519,0.3688888888888889
162,180 days,1418.1335079755174,37.65811344153498,24.38820114739651,0.403261385000592,0.2624356176922575,0.38583022133202,0.3711111111111111
